DRIVER_BEHAVIOR_EVENTS_DATA_TOTAL,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count,Total Events Count
DRIVER_BEHAVIOR_EVENTS_DATA,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data
DRIVER_BEHAVIOR_OVERSPEED_COUNTER,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Υπερ.Ταχύτητα,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events,Overspeed Events
DRIVER_BEHAVIOR_TOTAL_COUNTER,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events,Συνολικά,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events,Total Events
DRIVER_BEHAVIOR_VEHICLE_SCORE,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Σκόρ οδήγησης,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score,Driver Behavior Score
DRIVER_BEHAVIOR_VEHICLES_COUNTER,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Οχήματα,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles,Vehicles
DRIVER_BEHAVIOR_YOU_HAVE_NO_ENGIDLE_EVENTS,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Engine Idle Events. Please open Alerts screen or open site for add events.
DRIVER_BEHAVIOR_YOU_HAVE_NO_EVENTS,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.,You have no active Overspeed and Engine Idle Events. Please open Alerts screen or open site for add events.
DRIVER_BEHAVIOR_YOU_HAVE_NO_OVERSPEED_EVENTS,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.,You have no active Overspeed Events. Please open Alerts screen or open site for add events.
DRIVER_BEHAVIOR,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Στυλ Οδήγησης,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,Driver Behavior,អតចរិតអ្នកបើកបរ
DRIVES_AND_STOPS,Drives and stops,Drives and stops,Drives and stops,Drives and stops,Vozi se i zaustavlja,Drives and stops,Drives and stops,Drives and stops,Drives and stops,Drives and stops,Drives and stops,Οδηγοί και στάσεις,Drives and stops,Drives and stops,Drives and stops,Drives and stops,Drives and stops,Drives and stops,Drives and stops,Drives and stops,Drives and stops,Drives and stops,Drives and stops,Drives and stops,Drives and stops,Drives and stops,Drives and stops,Drives and stops
DURATION,Duration,kohëzgjatje,المدة الزمنية,продължителност,Trajanje,Varighed,Looptijd,kestus,مدت زمان,Durée,Dauer,Διάρκεια,tartam,Durata,期間,trukmė,Varighet,Trwanie,Duração,Durată,продолжительность,Трајање,trvanie,Duración,Varaktighet,ระยะเวลา,süre,Duration
EDIT_ZONE,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Επεξεργασία ζώνης,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone,Edit Zone
EMAIL,Email,Email,البريد الإلكتروني,електронна поща,E-mail,E-mail,E-mail,Saatke,پست الکترونیک,Email,Email,ΗΛΕΚΤΡΟΝΙΚΗ ΔΙΕΥΘΥΝΣΗ,Email,E-mail,Eメール,paštas,e-post,E-mail,O email,E-mail,Эл. адрес,емаил,e-mail,Email,E-post,อีเมล์,E-posta,Email
ENGINE_IDLE,Engine Idle,engine Idle,الخمول المحرك,Idle двигател,praznog hoda motora,Tomgangsvælger,engine Idle,mootori Idle,موتور بیکار,moteur Idle,Motor im Leerlauf,ρελαντί κινητήρα,Üresjárat,motore al minimo,エンジンのアイドル,Variklio laisvos eigos,tomgangs,na biegu jałowym,marcha lenta do motor,Idle Motor,режим малого газа двигателя,мотор у празном ходу,Idle Engine,ralentí del motor,Engine Idle,เครื่องยนต์ไม่ได้ใช้งาน,motor Rölanti,Engine Idle
ENTER_EMAIL,Enter email,Enter email,Enter email,Enter email,Enter email,Enter email,Enter email,Enter email,Enter email,Enter email,Enter email,Γράψτε το email σας,Enter email,Inserisci la tua email,Enter email,Enter email,Enter email,Enter email,Enter email,Enter email,Enter email,Enter email,Enter email,Enter email,Enter email,Enter email,Enter email,Enter email
ENTER_PHONE,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Αριθμός τηλεφώνου,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number,Enter phone number
EVENT_ACTIVATE,Activate,Activate,Activate,Activate,Activate,Activate,Activate,Activate,Activate,Activate,Activate,Ενεργοποίηση,Activate,Activate,Activate,Activate,Activate,Activate,Activate,Activate,Activate,Activate,Activate,Activate,Activate,Activate,Activate,Activate
EVENT_DEACTIVATE,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Απενεργοποίηση,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate,Deactivate
EVENT_EDIT,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Επεξεργασία,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit
EVENT_NAME_PLACEHOLDER,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Όνομα αναφοράς,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name,Enter Event Name
EVENT_NAME,Event Name,Event Name,Event Name,Event Name,Event Name,Event Name,Event Name,Event Name,Event Name,Event Name,Event Name,Όνομα αναφοράς,Event Name,Nome dell'evento,Event Name,Event Name,Event Name,Event Name,Event Name,Event Name,Event Name,Event Name,Event Name,Event Name,Event Name,Event Name,Event Name,Event Name
EVENT,Event,ngjarje,هدف,събитие,Događaj,Begivenhed,Evenement,sündmus,واقعه,un événement,Event,Εκδήλωση,Esemény,Evento,イベント,renginys,Begivenhet,Zdarzenie,Evento,Eveniment,Мероприятие,догађај,udalosť,Evento,Händelse,เหตุการณ์,Olay,Event
EVENTS_DATA,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Πληροφορίες,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data,Events Data
EVENTS_OVERVIEW,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Συνολικά Γεγονότα,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview,Events Overview
EXPIRATION_DATE,Expiration Date,Expiration Date,Expiration Date,Expiration Date,Rok trajanja,Expiration Date,Expiration Date,Expiration Date,Expiration Date,Date d'expiration,Expiration Date,Ημερομηνία λήξης,Expiration Date,Data di scadenza,Expiration Date,Expiration Date,Expiration Date,Expiration Date,Expiration Date,Expiration Date,Дата окончания,Expiration Date,Expiration Date,Expiration Date,Expiration Date,Expiration Date,Expiration Date,ថ្ងៃផុតកំណត់
EXPIRED_OBJECTS,You have expired objects.,Ju kanë skaduar objekte.,لقد انتهت الكائنات.,Може да е изтекъл обекти.,Ti su istekli objekata.,Du er udløbet objekter.,Je hebt verlopen objecten.,Olete lõppenud objektid.,شما اشیاء منقضی شده است.,Vous avez expiré objets.,Sie haben Objekte abgelaufen.,Κάποιες συσκευές σας έχουν λήξει!,Te lejárt tárgyakat.,Hai scaduti oggetti.,あなたは、オブジェクトの有効期限が切れています。,Jūs baigėsi objektus.,Du har utløpt stedene.,Już upłynął obiektów.,Você ter expirado objetos.,Ați expirat obiecte.,Вы истекли объекты.,Ви сте истекао објекте.,Ste vypršala objekty.,Que haya expirado objetos.,Du har gått ut föremål.,คุณได้หมดอายุวัตถุ,Nesneleri sona ermiş.,You have expired objects.
EXPIRY_DATE,Subscription expiry date,Abonimi data e skadimit,تاريخ انتهاء الاشتراك,Абонамент срок на годност,Pretplata datum isteka,Abonnement udløbsdato,Inschrijving vervaldatum,Tellimus kõlblikkusaega,اشتراک تاریخ انقضاء,Abonnement date d'expiration,Abonnement Verfallsdatum,Ημερομηνία λήξης,Lejárati dátum,Abbonamento data di scadenza,サブスクリプションの有効期限,Prenumerata TINKAMUMO LAIKAS,Abonnement utløpsdato,Subskrypcja data ważności,data de expiração da assinatura,Abonament Data de expirare,Дата истечения срока действия подписки,Претплата рок трајања,Predplatné dátum exspirácie,Suscripción fecha de caducidad,Abonnemang utgångsdatum,จองซื้อวันหมดอายุ,Abonelik son kullanma tarihi,ថ្ងៃផុតកំណត់
FILTER,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter,Filter
FIVE_MINUTES,5 minutes,5 minuta,5 دقائق,5 минути,5 minuta,5 minutter,5 minuten,5 minutit,5 دقیقه,5 minutes,5 Minuten,5 λεπτά,5 perc,5 minuti,5分,5 minutės,5 minutter,5 minut,5 minutos,5 minute,5 минут,5 минута,5 minút,5 minutos,5 minuter,5 นาที,5 dakika,5 minutes
FROM_DATE,From Date,nga,من عند,от,Iz,Fra,Van,pärit,از جانب,De,Von,Από ημερομηνία,Tól től,A partire dal,から,nuo,Fra,Od,A partir de,Din,От даты,од,z,De,Från,จาก,itibaren,ចាប់ពីថ្ងៃទី
FROM,From,nga,من عند,от,Iz,Fra,Van,pärit,از جانب,De,Von,Από,Tól től,A partire dal,から,nuo,Fra,Od,A partir de,Din,Из,од,z,De,Från,จาก,itibaren,From
GATEWAY,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Αποστολή με,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Шлюз,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway
GENERAL_INFORMATION,General Information,General Information,General Information,General Information,Opće informacije,General Information,General Information,General Information,General Information,General Information,General Information,Γενικές πληροφορίες,General Information,General Information,General Information,General Information,General Information,General Information,General Information,General Information,General Information,General Information,General Information,General Information,General Information,General Information,General Information,General Information
GENERATE_REPORT,Generate,Generate,Generate,Generate,Stvoriti,Generate,Generate,Generate,Generate,Generate,Generate,Δημιουργία,Generate,Generate,Generate,Generate,Generate,Generate,Generate,Generate,Generate,Δημιουργία,Generate,Generate,Generate,Generate,Generate,Generate
GPRS_COMMAND_SCREEN,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS
GPRS_COMMAND,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command
GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS
GROUP,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group
HEARTBEAT,Heartbeat,rrahje zemre,نبض القلب,Сърдечен пулс,otkucaj srca,Hjerteslag,Hartslag,südamelöök,تپش قلب,Battement de coeur,Herzschlag,ΧΤΥΠΟΣ καρδιας,Heartbeat,Battito cardiaco,ハートビート,širdies plakimas,Hjerteslag,Bicie serca,Batimento cardiaco,bătaie a inimii,Сердцебиение,Откуцај срца,Tlkot srdca,Latido del corazón,Hjärtslag,การเต้นของหัวใจ,Kalp atışı,Heartbeat
HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
HISTORY,History,histori,التاريخ,история,Povijest,Historie,Geschiedenis,ajalugu,تاریخ,Histoire,Geschichte,Ιστορικό,Történelem,Storia,歴史,Istorija,Historie,Historia,História,Istorie,история,историја,histórie,Historia,Historia,ประวัติศาสตร์,tarih,History
HOMEPAGE_CUSTOMIZER,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Ρυθμίσεις αρχικής,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,Homepage Customizer,កែប្រែ HomePage
ICON_SAVED,Icon saved.,Icon ruajtur.,رمز حفظ.,Икона спасен.,Ikona spasio.,Ikon gemt.,Icoon opgeslagen.,Icon salvestatud.,نماد نجات داد.,Icône sauvé.,Icon gespeichert.,Icon σωθεί.,Icon mentve.,Icona salvato.,アイコンが保存されました。,Piktograma išsaugotas.,Ikon frelst.,Ikona zapisane.,Ícone salvo.,Icon salvat.,Значок сохранен.,Икона сачуван.,Ikona uložený.,Icono de guardar.,Ikon sparas.,ไอคอนที่บันทึกไว้,Simge kaydedildi.,Icon saved.
IGNITION_ALERT,Ignition Alert,Ignition Alert,اشتعال تنبيه,запалване Alert,Upozorenje za paljenje,Tænding Alert,Ignition Alert,Ignition Alert,سیستم جرقه زنی هشدار,allumage alerte,Ignition Alarm,Εκκιν. Κινητήρα,Gyújtás Alert,Ignition Alert,イグニッション警告,uždegimo įspėjimo,tenning Alert,zapłon Alert,Alerta de ignição,Alarma de aprindere,Предупреждение Зажигание,paljenje упозорења,alert zapaľovanie,Alerta de ignición,Tänd Alert,ระบบจุดระเบิดการแจ้งเตือน,ateşleme Uyarısı,Ignition Alert
IGNITION,Ignition,ndezje,اشتعال,запалване,Paljenje,Tænding,Ontsteking,süüde,احتراق,Allumage,Zündung,Κινητήρας,Gyújtás,Accensione,点火,degimas,Tenning,Zapłon,Ignição,Aprindere,Зажигание,паљење,zapaľovanie,Encendido,Tändning,การเผาไหม้,ateşleme,បញ្ឆេះម៉ាស៊ីនចោល
INACTIVE_OBJECTS,inactive objects.,objekte joaktive.,الأجسام الخاملة.,неактивни обекти.,neaktivne objekata.,inaktive objekter.,inactief objecten.,mitteaktiivne objektid.,اشیاء غیر فعال است.,objets inactifs.,inaktive Objekte.,ανενεργό αντικείμενα.,inaktív tárgyakat.,oggetti inattivi.,非アクティブなオブジェクト。,neaktyvūs objektus.,inaktive objekter.,nieaktywnych obiektów.,objetos inativos.,obiecte inactive.,неактивные объекты.,неактивних објеката.,neaktívne objekty.,objetos inactivos.,inaktiva objekt.,วัตถุที่ไม่ได้ใช้งาน,inaktif nesneler.,inactive objects.
INSANT_NOTIFICATIONS,Show instant notifications,Trego njoftime të menjëhershme,تظهر إشعارات فورية,Показване на незабавни известия,Prikaži instant obavijesti,Vis øjeblikkelige underretninger,Toon directe meldingen,Näita kiirmärguandeid,نمایش اطلاعیه های فوری,Afficher les notifications instantanées,Anzeigen Sofortbenachrichtigungen,Εμφάνιση άμεσων ειδοποιήσεων,Itt található az Azonnali értesítések,Mostra notifiche istantanee,インスタントの通知を表示,Rodyti tiesioginius pranešimus,Vis øyeblikkelige meldinger,Pokaż natychmiastowe powiadomienia,Mostrar notificações instantâneas,Afișați notificări instantanee,Показать мгновенные уведомления,Схов тренутних обавештења,Ukazujú okamžité oznámenie,Mostrar notificaciones instantáneas,Visa omedelbara meddelanden,แสดงการแจ้งเตือนทันที,anlık bildirim göster,ចុចដើម្បីទទួលការផ្តល់សញ្ញាព្រឺត្តិការណ៍
KILOMETERS_PER_HOUR,Kilometers per hour (kph),Km në orë (kph),كيلومتر في الساعة (كم في الساعة),Километра в час (KPH),Kilometrima na sat (kph),Kilometer i timen (km i timen),Kilometer per uur (km),Kilomeetrit tunnis (km tunnis),کیلومتر در ساعت (کیلومتر در ساعت),Kilomètres par heure (kph),Kilometer pro Stunde (kph),Χιλιόμετρα ανά ώρα (kph),Kilométer per óra (KPH),Chilometri all'ora (kph),キロメートル毎時（キロ）,Km per valandą (kph),Kilometer i timen (km i timen),Kilometrów na godzinę (KPH),Quilómetros por hora (kph),Kilometri pe oră (kph),Километров в час (км в час),Километара на сат (км),Kilometre za hodinu (KPH),Kilómetros por hora (kph),Kilometer per timme (kph),กิโลเมตรต่อชั่วโมง (กิโลเมตรต่อชั่วโมง),saatte kilometre (km hız),គីឡូម៉ែត្រ
KNOTS,Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Ναυτικοί Κόμβοι(kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots (kn),Knots
LANGUAGE,Language,Gjuhe,لغة,език,Jezik,Sprog,Taal,keel,زبان,La langue,Sprache,Γλώσσα,Nyelv,Lingua,言語,kalba,Språk,Język,Língua,Limba,язык,Језик,Jazyk,Idioma,Språk,ภาษา,Dil,ភាសា
LAST_HOUR,Last hour,orë e kaluar,الساعة الأخيرة,През последния час,Posljednji sat,sidste time,Laatste uur,viimase tunni,آخرین ساعت,Dernière heure,Letzte Stunde,Τελευταία ώρα,Utolsó óra,Ultima ora,最後の時間,Paskutinė valanda,Siste time,Ostatnia godzina,Última hora,Ultima ora,Последний час,Последњи сат,Posledná hodina,Ultima hora,Sista timmen,ชั่วโมงสุดท้าย,Son saat,ម៉ោងចុងក្រោយ
LAST_VALID_LOCATION,Last data,të dhënat e fundit,البيانات الأخيرة,Последно данни,Posljednji podaci,sidste data,laatste gegevens,viimase andmeid,اطلاعات آخرین,dernières données,Letzte Daten,τελευταία δεδομένα,Az utolsó adatok,Ultima dati,最終データ,Paskutinis duomenys,siste data,Ostatnio dane,Última dados,Ultimele date,Последние данные,Последњи подаци,posledné údaje,datos de la última,sista data,ข้อมูลล่าสุด,Son veriler,ទិន្នន័យចុងក្រែង
LED_INDICATORS,Led Indicators,tregues LED,مؤشرات بقيادة الولايات المتحدة,светодиодни индикатори,LED indikatori,LED-indikatorer,lED-indicatoren,LED indikaatorid,شاخص های رهبری,Voyants LED,LED-Anzeigen,Led Δείκτες,lED-kijelzők,Indicatori Led,LEDインジケータ,LED indikatoriai,lED-indikatorer,Wskaźniki lED,indicadores LED,Indicatori LED,Светодиодные индикаторы,ЛЕД индикатори,LED indikátory,Los indicadores LED,LED-indikatorer,ไฟ LED,lED göstergeler,Led Indicators
LEFT,Left,majtas,اليسار,Наляво,Lijevo,Venstre,Links,vasakule,ترک کرد,La gauche,Links,Έφυγε,Balra,Sinistra,左,į kairę,Venstre,Lewo,Esquerda,Stânga,Оставил,лево,ľavý,Izquierda,Vänster,ซ้าย,Ayrıldı,Left
LENGTH,Length,Length,Length,Length,Length,Length,Length,Length,Length,Length,Length,Ημερ.Κίνηση,Length,Length,Length,Length,Length,Length,Length,Length,Length,Length,Length,Length,Length,Length,Length,Length
