TEMPORARY_PASSWORD,Your temporary password will be sent to you by e-mail.,Fjalëkalimi juaj i përkohshëm do të dërgohet tek ju me e-mail.,سيتم إرسال كلمة مرور مؤقتة لك عن طريق البريد الإلكتروني.,Вашата временна парола ще ви бъде изпратена по електронната поща.,Vaš privremena lozinka će biti poslana na vas putem e-maila.,Din midlertidigt kodeord vil blive sendt til dig via e-mail.,Uw tijdelijke wachtwoord wordt per e-mail naar u worden verzonden.,Ajutine parool saadetakse teile e-posti teel.,رمز عبور موقت شما خواهد شد به شما از طریق ایمیل ارسال می شود.,Votre mot de passe temporaire vous sera envoyé par e-mail.,Ihr temporäres Passwort werden Ihnen per E-Mail.,προσωρινός κωδικός πρόσβασης θα σας αποσταλεί σε εσάς μέσω e-mail.,Az ideiglenes jelszót küldünk Önnek e-mailben.,La password temporanea sarà inviata per e-mail.,あなたの一時的なパスワードがメールで送信されます。,Jūsų laikinas slaptažodis bus išsiųstas jums el.paštu.,Din midlertidig passord vil bli sendt til deg på e-post.,Twoje tymczasowe hasło zostanie wysłane na adres e-mail.,A sua senha temporária será enviada por e-mail.,Parola dvs. temporară va fi trimisă prin e-mail.,Ваш временный пароль будет отправлен вам по электронной почте.,Ваш привремена лозинка ће бити послати путем е-маила.,Vaše dočasné heslo bude zaslané na Váš e-mail.,Su contraseña temporal será enviada a usted por correo electrónico.,Din tillfälligt lösenord kommer att skickas till dig via e-post.,รหัสผ่านชั่วคราวของคุณจะถูกส่งถึงคุณผ่านทาง e-mail,Geçici şifreniz e-posta ile gönderilecektir.
EMAIL,Email,Email,البريد الإلكتروني,електронна поща,E-mail,E-mail,E-mail,Saatke,پست الکترونیک,Email,Email,ΗΛΕΚΤΡΟΝΙΚΗ ΔΙΕΥΘΥΝΣΗ,Email,E-mail,Eメール,paštas,e-post,E-mail,O email,E-mail,Эл. адрес,емаил,e-mail,Email,E-post,อีเมล์,E-posta
RECOVER,Recover,shërohem,استعادة,възвръщам,Oporavak,Gendanne,Herstellen,taastuma,بهبود یافتن,Récupérer,genesen,Αναρρώνω,Visszaszerez,Recuperare,回復します,atsigauti,Gjenopprette,Wyzdrowieć,Recuperar,Recupera,оправляться,Опоравити се,zotaviť sa,Recuperar,Ta igen sig,กู้,Kurtarmak
CANCEL,Cancel,anuloj,إلغاء,Отказ,Otkazati,Afbestille,Annuleer,tühistama,لغو کردن,Annuler,Stornieren,Ακύρωση,Megszünteti,Annulla,キャンセル,atšaukti,Avbryt,Anuluj,Cancelar,Anulare,Отмена,Отказати,Zrušiť,Cancelar,Annullera,ยกเลิก,İptal etmek
CHECK_FIELDS,Please check the fields.,Ju lutem kontrolloni fushat.,يرجى التحقق من المجالات.,"Моля, проверете полето.",Molimo provjerite polja.,Kontroller markerne.,Controleer de velden.,Palun kontrollige väljad.,لطفا فیلدهای تیک بزنید.,S'il vous plaît vérifier les champs.,Überprüfen Sie bitte die Felder aus.,Ελέγξτε τα πεδία.,"Kérjük, ellenőrizze a mezőket.",Si prega di verificare i campi.,フィールドを確認してください。,Prašome patikrinti laukus.,Kontroller feltene.,Proszę sprawdzić pól.,"Por favor, verifique os campos.",Vă rugăm să verificați câmpurile.,"Пожалуйста, проверьте поля.",Проверите поља.,Skontrolujte polia.,"Por favor, compruebe los campos.",Kontrollera fälten.,กรุณาตรวจสอบฟิลด์,alanları kontrol edin.
USERNAME_INVALID,Username or password is invalid.,Emri i përdoruesit ose fjalëkalimi është e pavlefshme.,اسم المستخدم أو كلمة المرور غير صالحة.,Потребителско име и парола са невалидни.,Korisničko ime ili zaporka nisu valjani.,Brugernavn eller adgangskode er ugyldig.,Gebruikersnaam of wachtwoord is ongeldig.,Kasutajanimi või parool on vale.,نام کاربری یا رمز عبور نامعتبر است.,Nom d'utilisateur ou mot de passe est invalide.,Benutzername oder Passwort ist ungültig.,Το όνομα χρήστη ή τον κωδικό πρόσβασης δεν είναι έγκυρος.,Felhasználónév vagy jelszó érvénytelen.,Nome utente o la password non sono validi.,ユーザー名またはパスワードが無効です。,Naudotojo vardas arba slaptažodis neteisingas.,Brukernavn eller passord er ugyldig.,Nazwa użytkownika lub hasło jest nieprawidłowe.,Nome de usuário ou senha é inválida.,Numele de utilizator sau parola este nevalid.,Имя пользователя или пароль неверен.,Корисничко име или лозинка није исправан.,Užívateľské meno alebo heslo je neplatné.,Nombre de usuario o contraseña no son válidos.,Användarnamn eller lösenord är ogiltigt.,ชื่อผู้ใช้หรือรหัสผ่านไม่ถูกต้อง,Kullanıcı adı veya şifre geçersiz.
OK,OK,Ne rregull,حسنا,Добре,u redu,Okay,OK,Okei,خوب,D'accord,OK,Εντάξει,rendben,ok,[OK],Gerai,OK,ok,Está bem,O.K,ОК,ок,OK,DE ACUERDO,ok,ตกลง,tamam
WANT_TO_LOGOUT,Are you sure you want to logout?,Jeni te sigurte qe doni te logout?,هل أنت متأكد أنك تريد تسجيل الخروج؟,Наистина ли искате да излезете ли сте?,Jeste li sigurni da želite odjaviti?,Er du sikker på du vil logge ud?,Weet je zeker dat je wil uitloggen?,"Oled sa kindel, et soovid välja logida?",آیا برای خارج شدن مطمئن هستید؟,Êtes-vous sûr de vouloir vous déconnecter?,"Sind Sie sicher, dass Sie sich ausloggen?",Είστε βέβαιοι ότι θέλετε να αποσυνδεθείτε?,Biztosan szeretne kijelentkezni?,Sei sicuro di voler uscire?,あなたがログアウトしてもよろしいですか？,Ar tikrai norite išsiregistruoti?,Er du sikker på at du vil logge ut?,Czy na pewno chcesz się wylogować?,Tem certeza que deseja sair?,Sigur vrei să te deconectezi?,Вы действительно хотите выйти?,Да ли сте сигурни да желите да се одјавите?,"Ste si istí, že chcete odhlásiť?",¿Seguro que quieres salir?,Är du säker på att du vill logga ut?,คุณแน่ใจว่าคุณต้องการที่จะออกจากระบบ?,Eger ikis yapmak istediğinden emin misin?
MAP,Map,hartë,خريطة,карта,Karta,Kort,Kaart,kaart,نقشه,Carte,Karte,Χάρτης,Térkép,Carta geografica,地図,žemėlapis,Kart,Mapa,Mapa,Hartă,карта,Мапа,mapa,Mapa,Karta,แผนที่,Harita
DEVICES,Devices,Devices,الأجهزة,устройства,uređaji,Enheder,apparaten,Devices,دستگاه ها,Dispositifs,Geräte,συσκευές,eszközök,dispositivi,デバイス,Prietaisai,enheter,Pomysłowość,Devices,Dispozitive,приборы,uređaji,prístroje,dispositivos,enheter,อุปกรณ์,Cihazlar
NOTIFICATIONS,Notifications,Njoftime,إخطارات,Известия,Obavijesti,underretninger,meldingen,Teated,اطلاعیه,notifications,Benachrichtigungen,Αναφορές,értesítések,notifiche,通知,Pranešimai,Varsler,Powiadomienia,notificações,notificări,Уведомления,Обавештења,oznámenia,Notificaciones,anmälningar,การแจ้งเตือน,Bildirimler
HISTORY,History,histori,التاريخ,история,Povijest,Historie,Geschiedenis,ajalugu,تاریخ,Histoire,Geschichte,Ιστορικό,Történelem,Storia,歴史,Istorija,Historie,Historia,História,Istorie,история,историја,histórie,Historia,Historia,ประวัติศาสตร์,tarih
ALERTS,Alerts,Administrim Shkarkimesh Faqerojtësa Fjalorë,التنبيهات,Сигнали,Upozorenja,Advarsler,Waarschuwingen,Alerts,هشدارها,alertes,Alerts,Ειδοποιήσεις,figyelmeztetések,avvisi,アラート,įspėjimai,varsler,Powiadomienia,alertas,Alerte,Оповещения,упозорења,výstrahy,alertas,varningar,การแจ้งเตือน,Uyarılar
SETTINGS,Settings,Cilësimet,إعدادات,Настройки,postavke,Indstillinger,instellingen,seaded,تنظیمات,Paramètres,Einstellungen,Ρυθμίσεις,Beállítások,impostazioni,設定,Nustatymai,innstillinger,Ustawienia,Configurações,Setări,настройки,Подешавања,nastavenie,ajustes,inställningar,การตั้งค่า,Ayarlar
STOPPED,Stopped,ndaloi,توقفت,Спряна,zaustavljen,Holdt op,gestopt,peatatud,متوقف,Arrêté,Gestoppt,Σταματημένο,megállt,Fermato,停止,sustabdyta,stoppet,Zatrzymany,Parado,Oprit,Остановился,Стоппед,zastavený,Detenido,stoppad,หยุด,Durduruldu
MOVING,Moving,Moving,متحرك,Движещ,Premještanje,Bevæger sig,In beweging,liikuv,در حال حرکت,En mouvement,bewegend,Κίνηση,Mozgó,In movimento,移動します,judantis,flytting,W ruchu,em movimento,In miscare,перемещение,Мовинг,pohyblivý,Emocionante,Rör på sig,การย้าย,hareketli
ENGINE_IDLE,Engine Idle,engine Idle,الخمول المحرك,Idle двигател,praznog hoda motora,Tomgangsvælger,engine Idle,mootori Idle,موتور بیکار,moteur Idle,Motor im Leerlauf,ρελαντί κινητήρα,Üresjárat,motore al minimo,エンジンのアイドル,Variklio laisvos eigos,tomgangs,na biegu jałowym,marcha lenta do motor,Idle Motor,режим малого газа двигателя,мотор у празном ходу,Idle Engine,ralentí del motor,Engine Idle,เครื่องยนต์ไม่ได้ใช้งาน,motor Rölanti
ADD_DEVICE,Add Device,Shto Device,اضف جهاز,Добавяне на устройство,Dodaj uređaja,Tilføj enhed,Voeg toestel toe,Lisa seade,افزودن دستگاه,Ajouter un appareil,Gerät hinzufügen,Προσθέστε ΣΥΣΚΕΥΗ,Eszköz hozzáadása,Aggiungi dispositivo,デバイスを追加,Pridėti Device,Legg til enhet,Dodaj urządzenie,Adicionar dispositivo,Adăugați un dispozitiv,Добавить устройство,Адд Девице,Pridať zariadenie,Añadir dispositivo,Lägg till enhet,เพิ่มอุปกรณ์,Cihaz ekle
EXPIRY_DATE,Subscription expiry date,Abonimi data e skadimit,تاريخ انتهاء الاشتراك,Абонамент срок на годност,Pretplata datum isteka,Abonnement udløbsdato,Inschrijving vervaldatum,Tellimus kõlblikkusaega,اشتراک تاریخ انقضاء,Abonnement date d'expiration,Abonnement Verfallsdatum,Ημερομηνία λήξης,Lejárati dátum,Abbonamento data di scadenza,サブスクリプションの有効期限,Prenumerata TINKAMUMO LAIKAS,Abonnement utløpsdato,Subskrypcja data ważności,data de expiração da assinatura,Abonament Data de expirare,Дата истечения срока действия подписки,Претплата рок трајања,Predplatné dátum exspirácie,Suscripción fecha de caducidad,Abonnemang utgångsdatum,จองซื้อวันหมดอายุ,Abonelik son kullanma tarihi
SPEED,Speed,shpejtësi,سرعة,скорост,Ubrzati,Fart,Snelheid,kiirus,سرعت,La vitesse,Geschwindigkeit,Ταχύτητα,Sebesség,Velocità,速度,greitis,Hastighet,Prędkość,Rapidez,Viteză,скорость,Брзина,rýchlosť,Velocidad,Fart,ความเร็ว,hız
ODOMETER,Odometer,rrugëmatës,عداد المسافات,одометър,mjerač za pređeni put,kilometertæller,Kilometerteller,odomeeter,کیلومتر شمار,Odomètre,Kilometerzähler,Οδόμετρο,Úthosszmérő,Odometro,オドメーター,odometras,kilometer~~POS=TRUNC,Drogomierz,odômetro,Contorul de kilometraj,одометр,мерач за пређени пут,počítač kilometrov,Cuentakilómetros,Vägmätare,วัดระยะทาง,Kilometre sayacı
BATTERY,Battery,bateri,البطارية,батерия,Baterija,Batteri,Accu,aku,باتری,Batterie,Batterie,Μπαταρία,Akkumulátor,Batteria,電池,baterija,Batteri,Bateria,Bateria,Baterie,аккумулятор,Батерија,batérie,Batería,Batteri,แบตเตอรี่,pil
IGNITION,Ignition,ndezje,اشتعال,запалване,Paljenje,Tænding,Ontsteking,süüde,احتراق,Allumage,Zündung,Κινητήρας,Gyújtás,Accensione,点火,degimas,Tenning,Zapłon,Ignição,Aprindere,Зажигание,паљење,zapaľovanie,Encendido,Tändning,การเผาไหม้,ateşleme
ADDRESS,Address,Adresë,عنوان,адрес,Adresa,Adresse,Adres,aadress,نشانی,Adresse,Adresse,Διεύθυνση,Cím,Indirizzo,住所,adresas,Adresse,Adres,Endereço,Adresa,Адрес,Адреса,adresa,Dirección,Adress,ที่อยู่,Adres
POSITION,Position,pozitë,موضع,позиция,Položaj,Position,Positie,seisukoht,موقعیت,Position,Position,Θέση,Pozíció,Posizione,ポジション,pozicija,Posisjon,Pozycja,Posição,Poziţie,Должность,положај,pozície,Posición,Placera,ตำแหน่ง,pozisyon
ALTITUDE,Altitude,lartësi,ارتفاع,Надморска височина,Visina,Højde,Hoogte,kõrgus,ارتفاع,Altitude,Höhe,Υψόμετρο,Magasság,Altitudine,高度,aukštis,Høyde,Wysokość,Altitude,Altitudine,высота над уровнем моря,висина,nadmorská výška,Altitud,Höjd över havet,ระดับความสูง,rakım
ANGLE,Angle,kënd,زاوية,ъгъл,Kut,Vinkel,Hoek,nurk,زاویه,Angle,Winkel,Γωνία,Szög,Angolo,角度,kampas,Angle,Kąt,Ângulo,Unghi,Угол,Угао,uhol,Ángulo,Vinkel,มุม,açı
TIME,Time,kohë,زمن,път,Vrijeme,Tid,Tijd,aeg,زمان,Temps,Zeit,χρόνος,Idő,Tempo,時間,Laikas,Tid,Czas,Tempo,Timp,Время,време,čas,Hora,Tid,เวลา,Zaman
MAP,Map,hartë,خريطة,карта,Karta,Kort,Kaart,kaart,نقشه,Carte,Karte,Χάρτης,Térkép,Carta geografica,地図,žemėlapis,Kart,Mapa,Mapa,Hartă,карта,Мапа,mapa,Mapa,Karta,แผนที่,Harita
LAST_HOUR,Last hour,orë e kaluar,الساعة الأخيرة,През последния час,Posljednji sat,sidste time,Laatste uur,viimase tunni,آخرین ساعت,Dernière heure,Letzte Stunde,Τελευταία ώρα,Utolsó óra,Ultima ora,最後の時間,Paskutinė valanda,Siste time,Ostatnia godzina,Última hora,Ultima ora,Последний час,Последњи сат,Posledná hodina,Ultima hora,Sista timmen,ชั่วโมงสุดท้าย,Son saat
TODAY,Today,sot,اليوم,днес,Danas,I dag,Vandaag,täna,امروز,Aujourd'hui,Heute,Σήμερα,Ma,Oggi,今日,šiandien,I dag,Dzisiaj,Hoje,Astăzi,Cегодня,Данас,dnes,Hoy,I dag,ในวันนี้,Bugün
YESTERDAY,Yesterday,Dje,في الامس,Вчера,Jučer,I går,Gisteren,eile,دیروز,Hier,Gestern,Εχθές,Tegnap,Ieri,昨日,vakar,I går,Wczoraj,Ontem,Ieri,Вчера,јуче,včera,Ayer,I går,เมื่อวาน,Dün
THIS_WEEK,This week,Këtë javë,هذا الاسبوع,Тази седмица,Ovaj tjedan,Denne uge,Deze week,See nädal,این هفته,Cette semaine,Diese Woche,Αυτή την εβδομάδα,Ezen a héten,Questa settimana,今週,Šią savaitę,Denne uka,W tym tygodniu,Esta semana,Săptămâna aceasta,На этой неделе,Ове недеље,Tento týždeň,Esta semana,Denna vecka,ในสัปดาห์นี้,Bu hafta
FROM,From,nga,من عند,от,Iz,Fra,Van,pärit,از جانب,De,Von,Από,Tól től,A partire dal,から,nuo,Fra,Od,A partir de,Din,Из,од,z,De,Från,จาก,itibaren
TO,To,Te,إلى,Да се,Do,Til,Tot,et,به,À,Nach,Προς την,Nak nek,A,に,į,Til,Do,Para,La,к,До,na,A,Till,ไปยัง,için
SEARCH,Search,kërkim,بحث,Търсене,traži,Søg,Zoeken,Otsing,جستجو کردن,Chercher,Suche,Αναζήτηση,Keresés,Ricerca,サーチ,Paieška,Søke,Szukanie,Pesquisa,Căutare,Поиск,Претрага,Vyhľadávanie,Buscar,Sök,ค้นหา,Arama
MOVEMENT_ALERT,Movement Alert,Lëvizja Alert,تنبيه الحركة,движение Alert,pokret upozorenja,bevægelse Alert,Movement Alert,liikumine Alert,هشدار جنبش,mouvement d'alerte,Bewegungs-Alarm,Σε κίνηση,mozgás Alert,Allarme del movimento,運動アラート,judėjimo įspėjimo,Movement Alert,ruch Alert,movimento Alerta,Mișcarea Alert,Движение оповещения,pokret Упозорење,alert pohyb,movimiento de alerta,Movement Alert,การแจ้งเตือนการเคลื่อนไหว,Hareket Uyarısı
SPEEDING_ALERT,Speeding Alert,shpejtimin Alert,مسرعة تنبيه,Ускоряване Alert,ubrzavanje upozorenja,Hurtigere Alert,Speeding Alert,Kiirustamise Alert,بالا بردن سرعت هشدار,alerte excès de vitesse,Speeding Alarm,Υπερ. Ταχύτητα,gyorshajtás Alert,Avviso di velocità,スピード違反の警告,paspartinti įspėjimo,Fartsovertredelse Alert,przyspieszenie Alert,Alerta acelerando,alertă excesul de viteză,Превышение скорости оповещение,Спеединг упозорења,urýchlenie Alert,Alerta de exceso de velocidad,fortkörning Alert,เร่งการแจ้งเตือน,hız Uyarısı
LOW_BATTERY_ALERT,Low Battery Alert,Low Battery Alert,منخفض تنبيه البطارية,Low Battery Alert,Niska upozorenja baterije,Lavt batteri Alert,Low Battery Alert,Aku tühjenemise märguanne,هشدار باتری کم,Alerte de batterie faible,Niedriger Batterie-Alarm,Χαμηλή μπαταρίας,Gyenge akkumulátor riasztás,Allarme basso della batteria,ローバッテリ警告,Žemas baterijos perspėjimas,Lavt batteri Alert,Low Battery Alert,Alerta bateria,Low Alert Acumulator,Низкий сигнал тревога батареи,Лов упозорења батерије,Alert Low Battery,Alerta de batería baja,Batterivarning,การแจ้งเตือนแบตเตอรี่ต่ำ,Düşük Pil Uyarısı
SHAKE_ALERT,Shake Alert,Shake Alert,هزة تنبيه,Shake Alert,Shake upozorenja,Shake Alert,Shake Alert,Shake Alert,تکان نشریه,secouer Alert,Shake Alarm,Shake Alert,Shake riasztás,Agitare Alert,シェイクアラート,suplakti įspėjimo,Shake Alert,wstrząsnąć Alert,Alerta de oscilação,alertă,Встряска оповещения,схаке Упозорење,shake Alert,Alerta Shake,Shake Alert,เขย่าแจ้งเตือน,Titremesi Uyarısı
POWER_ON_ALERT,Power on Alert,Fuqia në alarm,السلطة في حالة تأهب,Включване Alert,Snaga na oprezu,Tænd Alert,Power on Alert,Sisse- Alert,قدرت در حالت آماده باش,Puissance d'alerte,Einschaltwarnung,Ενεργοποίηση ειδοποίησης,Bekapcsolás Alert,Avviso di accensione,アラートの電源をオンにします,Įjungimo Uždaryti,Strøm på Alert,Włącz Alert,Alerta de alimentação,Putere la Alarma,Включение оповещения,Снага на Алерт,zapnutie Alert,La alerta de activación,Ström på Alert,มีอำนาจในการแจ้งเตือน,Alert Güç
POWER_OFF_ALERT,Power off Alert,Power off Alert,انقطاع التيار الكهربائي في حالة تأهب,Изключване Alert,Isključivanje upozorenja,Sluk Alert,Uitschakelen Alert,Väljalülitus Alert,خاموش کردن هشدار,Mise hors tension d'alerte,Ausgeschaltet Alarm,Απενεργοποίηση ειδοποίησης,Kikapcsolás Alert,Spegnere Alert,アラートの電源をオフに,Išjungti Uždaryti,Slå av varsling,Power off Alert,Desligar Alerta,Oprire Alert,Выключение оповещения,Искључивање Алерт,vypínanie Alert,Alerta de apagado,Strömmen Alert,ปิดการแจ้งเตือน,Alert kapatın
CHARGIN_ON_ALERT,Charging On Alert,Tarifimit në gatishmëri,الشحن في حالة تأهب,Зареждане На Alert,Punjenje na oprezu,Opladning On Alert,Opladen On Alert,Laadimise Alert,شارژ در حالت آماده باش,En charge d'alerte,Lade Auf Warnung,Φόρτιση σε επιφυλακή,Töltés készültségben,Ricarica in allerta,警戒して充電,Įkrovimo perspėjimas,Lade På Alert,Ładowanie w pogotowiu,Carregamento On Alert,Încărcarea în alertă,Зарядка на оповещения,Пуњење на опрезу,Nabíjanie v pohotovosti,En Alerta de carga,Laddning På Alert,ชาร์จไฟในการแจ้งเตือน,Alert Açık Şarj
CHARGIN_OFF_ALERT,Charging Off Alert,Tarifimit Off Alert,الشحن معطلة تنبيه,Зареждането Off Alert,Punjenje Off upozorenje,Opladning Off Alert,Laden bezig Alert,Laadimine Off Alert,شارژ فعال هشدار,Chargement de l'état d'alerte,Aufladen Aus Alarm,Φόρτιση Off Alert,Töltés Off Alert,Ricarica Off Alert,アラートをオフ充電,Įkrovimo Išjungtas įspėjimą,Lade Off Alert,Ładowanie Off Alert,Carregando Desligado Alerta,Se încarcă Stins Alert,Зарядка Не горит оповещения,Пуњење Искључено Алерт,Nabíjanie Off Alert,Carga de la alerta,Laddning Off Alert,ชาร์จปิดการแจ้งเตือน,Alert Kapalı Şarj
SOS_ALERT,SOS Alert,SOS Alert,SOS التنبيه,SOS Alert,SOS upozorenja,SOS Alert,SOS Alert,SOS Alert,SOS هشدار,SOS alerte,SOS Alarm,SOS Alert,SOS Alert,SOS Alert,SOSアラート,"""SOS įspėjimo",SOS Alert,SOS Alert,Alerta SOS,SOS Alert,SOS оповещения,СОС упозорења,SOS Alert,Alerta SOS,SOS Alert,SOS แจ้งเตือน,SOS Uyarısı
INSANT_NOTIFICATIONS,Show instant notifications,Trego njoftime të menjëhershme,تظهر إشعارات فورية,Показване на незабавни известия,Prikaži instant obavijesti,Vis øjeblikkelige underretninger,Toon directe meldingen,Näita kiirmärguandeid,نمایش اطلاعیه های فوری,Afficher les notifications instantanées,Anzeigen Sofortbenachrichtigungen,Εμφάνιση άμεσων ειδοποιήσεων,Itt található az Azonnali értesítések,Mostra notifiche istantanee,インスタントの通知を表示,Rodyti tiesioginius pranešimus,Vis øyeblikkelige meldinger,Pokaż natychmiastowe powiadomienia,Mostrar notificações instantâneas,Afișați notificări instantanee,Показать мгновенные уведомления,Схов тренутних обавештења,Ukazujú okamžité oznámenie,Mostrar notificaciones instantáneas,Visa omedelbara meddelanden,แสดงการแจ้งเตือนทันที,anlık bildirim göster
SHOW_ZONES,Show zones on map,Trego zona në hartë,مشاهدة المناطق على الخريطة,Показване на зони на картата,Prikaži zone na karti,Vis zoner på kortet,Toon zones op de kaart,Näita tsoonide kaardilt,نمایش بر روی نقشه مناطق,Afficher les zones sur la carte,Show Zonen auf der Karte,Εμφάνιση ζωνών στο χάρτη,Megjelenítése zónák a térképen,Mostra zone sulla mappa,地図上に表示するゾーン,Rodyti zonos žemėlapyje,Vis soner på kartet,Pokaż na mapie strefy,Mostrar zonas no mapa,Afișați zonele de pe hartă,Показать зоны на карте,Схов зоне на карти,Ukázať zóny na mape,Mostrar zonas en el mapa,Visa zoner på kartan,แสดงโซนบนแผนที่,Harita üzerinde göster bölgeleri
SHOW_ARROWS,Show arrows instead of icons,Trego shigjetat në vend të icons,مشاهدة السهام بدلا من الرموز,"Показване на стрели, вместо икони",Prikaži strelice umjesto ikone,Vis pile i stedet for ikoner,Toon pijlen in plaats van pictogrammen,Näita nooltega ikoonide asemel,نمایش فلش به جای آیکون های,Afficher les flèches au lieu des icônes,Zeigen Pfeile anstelle von Icons,Δείτε τα βέλη αντί των εικόνων,Megjelenítése nyilak helyett ikonok,Mostra frecce invece di icone,ショー矢印の代わりに、アイコン,Rodyti rodykles vietoj piktogramos,Vis piler i stedet for ikoner,Pokaż strzałki zamiast ikon,Mostrar setas em vez de ícones,Afișați săgeți în loc de icoane,Показать стрелки вместо иконки,Схов стрелице уместо иконе,Ukázať šípky namiesto ikony,Mostrar flechas en lugar de iconos,Visa pilar i stället för ikoner,แสดงลูกศรแทนของไอคอน,Göster oklar yerine simgeler
SHOW_TAIL,Show tail on map,Trego bisht në hartë,عرض الذيل على الخريطة,Показване на опашката на картата,Prikaži rep na karti,Vis hale på kort,Toon staart op de kaart,Näita saba kaardilt,نمایش بر روی نقشه دم,Montrer la queue sur la carte,Zeigen Route auf der Karte,Εμφάνιση ουράς στο χάρτη,Itt található a farok a térképen,Mostra coda sulla mappa,地図上の尾を表示,Rodyti uodega ant žemėlapio,Vis hale på kartet,Pokaż na mapie ogon,Mostrar cauda no mapa,Arată coada pe hartă,Показать хвост на карте,Схов реп на карти,Ukázať chvost na mape,Mostrar la cola en el mapa,Visa svans på kartan,แสดงหางบนแผนที่,Harita üzerinde kuyruk göster
SHOW_SPEED,Show speed as,Trego shpejtësi si,مشاهدة السرعة كما,"Покажи скорост, като",Prikaži brzina kao,Vis hastighed som,Toon snelheid,Näita kiirust,نمایش سرعت به عنوان,Afficher vitesse,Show Geschwindigkeit,Εμφάνιση ταχύτητα,Megjelenítése sebesség,Visualizza velocità,表示速度など,Rodyti greitis,Vis hastighet som,Pokaż jak prędkość,Mostrar a velocidade como,Afișare viteză,Показать скорость в,Схов брзина као,Show rýchlosť as,Mostrar velocidad,Visa hastighet som,แสดงความเร็ว,Göster hızı olarak
KILOMETERS_PER_HOUR,Kilometers per hour (kph),Km në orë (kph),كيلومتر في الساعة (كم في الساعة),Километра в час (KPH),Kilometrima na sat (kph),Kilometer i timen (km i timen),Kilometer per uur (km),Kilomeetrit tunnis (km tunnis),کیلومتر در ساعت (کیلومتر در ساعت),Kilomètres par heure (kph),Kilometer pro Stunde (kph),Χιλιόμετρα ανά ώρα (kph),Kilométer per óra (KPH),Chilometri all'ora (kph),キロメートル毎時（キロ）,Km per valandą (kph),Kilometer i timen (km i timen),Kilometrów na godzinę (KPH),Quilómetros por hora (kph),Kilometri pe oră (kph),Километров в час (км в час),Километара на сат (км),Kilometre za hodinu (KPH),Kilómetros por hora (kph),Kilometer per timme (kph),กิโลเมตรต่อชั่วโมง (กิโลเมตรต่อชั่วโมง),saatte kilometre (km hız)
MILES_PER_HOUR,Miles per hour (mph),Milje në orë (mph),ميل في الساعة (ميل في الساعة),Мили в час (mph),Milje na sat (mph),Miles i timen (mph),Mijl per uur (mph),Miili tunnis (mph),مایل در ساعت (مایل در ساعت),Miles par heure (mph),Meilen pro Stunde (mph),Μίλια ανά ώρα (mph),Mérföld per óra (mph),Miglia all'ora (mph),時速マイル（MPH）,Mylių per valandą (mph),Miles per hour (mph),Mil na godzinę (mph),Milhas por hora (mph),Mile pe oră (mph),Миль в час (миль / ч),Миља на сат (мпх),Míľ za hodinu (h),Millas por hora (mph),Miles per timme (mph),ไมล์ต่อชั่วโมง (ไมล์ต่อชั่วโมง),Saatte Miles (mph)
PRIVACY_POLICY,Privacy Policy,Politika e privatësisë,سياسة الخصوصية,Декларация за поверителност,Izjava o privatnosti,Fortrolighedspolitik,Privacybeleid,Privaatsuspoliitika,سیاست حفظ حریم خصوصی,Politique de confidentialité,Datenschutz-Bestimmungen,Πολιτική Προστασίας Προσωπικών Δεδομένων,Adatvédelmi irányelvek,politica sulla riservatezza,個人情報保護方針,Privatumo politika,personvern,Polityka prywatności,Política de Privacidade,Politica de confidentialitate,политика конфиденциальности,Правила о приватности,Zásady ochrany osobných údajov,Política de privacidad,Integritetspolicy,นโยบายความเป็นส่วนตัว,Gizlilik Politikası
LANGUAGE,Language,Gjuhe,لغة,език,Jezik,Sprog,Taal,keel,زبان,La langue,Sprache,Γλώσσα,Nyelv,Lingua,言語,kalba,Språk,Język,Língua,Limba,язык,Језик,Jazyk,Idioma,Språk,ภาษา,Dil
GPRS_COMMAND_SCREEN,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS
GPRS_COMMAND,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command,GPRS Command
GATEWAY,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Αποστολή με,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Шлюз,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway
GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS,GPRS
